"RicNumero"|"RicProtocollo"|"RicData"|"RicDataConsegna"|"RicOrdineNumero"|"RicOrdineData"|"RicCodiceFornitore"|"RicRagSocFornitore"|"RicAnaArtCodice"|"RicAnaArtDescrizione"|"RicQuantitaOrdinata"|"RicQuantitaRicevuta"
"PO32820"|"3938217"|"20170823"|"20170823"|"PO32820"|"20170801"|"FO20170801_PO32820"|"limobasics"|"RB3A014313"|"LIMOBASICS-50769R_AZM_86-92-Giubottino Blu 86-92"|"0000000001"|"0000000001"
"PO32865"|"3937217"|"20170823"|"20170823"|"PO32865"|"20170811"|"FO20170811_PO32865"|"limobasics"|"RB3A018566"|"LIMOBASICS-54526R_MAG_62-68-Pagliaccetto Limobasics Porpora-62-68 cm"|"0000000001"|"0000000001"
"PO32865"|"3937217"|"20170823"|"20170823"|"PO32865"|"20170811"|"FO20170811_PO32865"|"limobasics"|"RB2000JV-DE-M2-CO"|"LIMOBASICS-09520R_DEN_62-Body Kimono a Manica Corta"|"0000000001"|"0000000001"
"PO32865"|"3937217"|"20170823"|"20170823"|"PO32865"|"20170811"|"FO20170811_PO32865"|"limobasics"|"RB2000K0-NE-18_24M-CO"|"LIMOBASICS-10669S_NEG_86-92-Felpa con Cappuccio"|"0000000001"|"0000000001"
"PO32865"|"3937217"|"20170823"|"20170823"|"PO32865"|"20170811"|"FO20170811_PO32865"|"limobasics"|"RB2000K5-DE-67-CO"|"LIMOBASICS-10543J_DEN-Paracolpi"|"0000000001"|"0000000001"
