"SimEsiExpIDSimulazione"|"SimEsiExpDataSimulazione"|"SimEsiExpNumeroOrdine"|"SimEsiExpDataOrdine"|"SimEsiExpRigaOrdine"|"SimEsiExpRichArtCodice"|"SimEsiExpRichArtDescrizione"|"SimEsiExpRichQtaRichiesta"|"SimEsiExpRichQtaImpegnata"
"0000000541"|"20170829"|"#34581C"|"20170828"|"0000000001"|"RB3A021361"|"WOOLY ORGANIC-205-COMFORTER con anello legno - Bunny"|"0000000001"|"0000000000"
"0000000541"|"20170829"|"#36090"|"20170828"|"0000000001"|"RB3A011907"|"PLAY e GO-flamingo-Sacco Portagiochi Flamingo"|"0000000001"|"0000000000"
"0000000541"|"20170829"|"#36100"|"20170828"|"0000000001"|"RB3A008467"|"BEATRIX NY-BEA0001.PE-Zaino grande Polipo Penelope"|"0000000001"|"0000000000"
"0000000541"|"20170829"|"#36080"|"20170828"|"0000000001"|"RB3A015626"|"JET KIDS- BEDBOX RED-Lettino da viaggio treno e aereo rosso"|"0000000001"|"0000000000"
"0000000541"|"20170829"|"#36098"|"20170828"|"0000000001"|"RB3A021336"|"EMIKO-W-1-PE-MI-Peluches Balena Grande Petrolio e Menta"|"0000000001"|"0000000000"
"0000000541"|"20170829"|"#36098"|"20170828"|"0000000002"|"RB3A021340"|"EMIKO-BW-2-HR-C-Peluches Balena Piccola Rosa"|"0000000001"|"0000000000"
"0000000541"|"20170829"|"#36121"|"20170828"|"0000000001"|"RB3A018641"|"LITTLELIFE-L10930-Zaino Littlelife 1-3 anni Topolino"|"0000000001"|"0000000000"
"0000000541"|"20170829"|"#36037"|"20170827"|"0000000001"|"RB3A021196"|"STICKY BELLIES-307-Adesivi Patterned Princess Girls"|"0000000001"|"0000000000"
"0000000541"|"20170829"|"#36075"|"20170827"|"0000000001"|"RB3A011029"|"UP WARSAW-Biplane Shelf dashy wooden-Mensola Biplano color Legno"|"0000000001"|"0000000000"
"0000000541"|"20170829"|"#36020"|"20170827"|"0000000001"|"RB3A009494"|"HOBEA-4260329471851-Babbucce Agnellino 18-24 Mesi"|"0000000001"|"0000000000"
"0000000541"|"20170829"|"#36050"|"20170827"|"0000000001"|"RB3A018642"|"LITTLELIFE-L10980-Zaino Littlelife 1-3 anni Minnie"|"0000000001"|"0000000000"
"0000000541"|"20170829"|"#36024"|"20170827"|"0000000001"|"RB3A020970"|"KISKISE-KK_SNS611-Seggiolone da Borsetta Multicolor"|"0000000002"|"0000000000"
"0000000541"|"20170829"|"#36069"|"20170827"|"0000000001"|"RB3A018642"|"LITTLELIFE-L10980-Zaino Littlelife 1-3 anni Minnie"|"0000000001"|"0000000000"
"0000000541"|"20170829"|"#36049"|"20170827"|"0000000001"|"RB3A015626"|"JET KIDS- BEDBOX RED-Lettino da viaggio treno e aereo rosso"|"0000000001"|"0000000000"
"0000000541"|"20170829"|"#36055"|"20170827"|"0000000001"|"RB3A017388"|"BABYBREZZA-FRP0045EU-Macchinetta Del Latte In Polvere"|"0000000001"|"0000000000"
"0000000541"|"20170829"|"#36061"|"20170827"|"0000000001"|"RB3A017796"|"A LITTLE LOVELY COMPANY-BGMS005-Backpack Miss Sunshine"|"0000000001"|"0000000000"
"0000000541"|"20170829"|"#36077"|"20170827"|"0000000001"|"RB3A013413"|"HOBEA-4057257001997-Stivaletti di pelo Marroni 6-12 mesi"|"0000000001"|"0000000000"
"0000000541"|"20170829"|"#36044"|"20170827"|"0000000001"|"RB3A017796"|"A LITTLE LOVELY COMPANY-BGMS005-Backpack Miss Sunshine"|"0000000001"|"0000000000"
"0000000541"|"20170829"|"#36044"|"20170827"|"0000000002"|"RB3A008467"|"BEATRIX NY-BEA0001.PE-Zaino grande Polipo Penelope"|"0000000001"|"0000000000"
