"SpeNumeroOrdine"|"SpeNumeroProtocollo"|"SpeEtichettaCollo"|"SpeTrackingNumero"|"SpeDataImport"|"SpeRigaOrdine"|"SpeArtCodice"|"SpeArtDescrizione"|"SpeArtQta"|"SpeCostoContrassegno"
"#36119"|"34625317"|"00000000000000377539"|"201705005331976"|"20170829"|"1"|"RB3A019940"|"MIAMI KIDS-S15901A-YELLOW-Sneaker Slip on Baby Giallo-26"|"0000000001"|"0000026.86"
"#36118"|"34626317"|"00000000000000377679"|"201705005332217"|"20170829"|"1"|"RB3A020567"|"MIAMI KIDS-2DTZ9279-Tutina 2 Pezzi a Righe Grigio Floreale-12 Mesi"|"0000000001"|"0000066.68"
"#36118"|"34626317"|"00000000000000377679"|"201705005332217"|"20170829"|"2"|"RB3A019976"|"BABY BANANA BRUSH-BR003P-Pink BBBt Pink infant (handled) toothbrush"|"0000000001"|"0000066.68"
"#36118"|"34626317"|"00000000000000377679"|"201705005332217"|"20170829"|"3"|"RB3A016476"|"ROCKETBABY-RBP16361-Cesto Passeggino Coniglio"|"0000000001"|"0000066.68"
"#36117"|"34627317"|"00000000000000377619"|"201705005331952"|"20170829"|"1"|"RB3A009314"|"ROCKETBABY-RBP15100303-Cesto per Passeggino Riccio"|"0000000001"|"0000025.86"
"#36110"|"34628317"|"00000000000000377769"|"201705005331924"|"20170829"|"1"|"RB3A007722"|"COQ EN PATE-L12ESACDOSMBGIR-Zaino Giraffa"|"0000000001"|"0000060.82"
"#36110"|"34628317"|"00000000000000377769"|"201705005331924"|"20170829"|"2"|"RB3A018718"|"COQ EN PATE-L17ESACRUKHIP-Coq en Pate Sacca Cavalluccio Marino"|"0000000001"|"0000060.82"
"#36105"|"34629317"|"00000000000000377499"|"201705005332154"|"20170829"|"1"|"RB3A021225"|"NEW BALANCE-NBFS996GPI-Scarpa Kids Lifestyle PEACOAT Synthetic-7"|"0000000001"|"0000056.76"
"#36103"|"34630317"|"00000000000000377719"|"201705005332215"|"20170829"|"1"|"RB3A009333"|"COQ EN PATE-L16SACRUKMBLEM-Sacca Lemure"|"0000000001"|"0000042.82"
"#36103"|"34630317"|"00000000000000377719"|"201705005332215"|"20170829"|"2"|"RB3A017865"|"TYRRELL KATZ-03KB-Under The Sea Kit Bag"|"0000000001"|"0000042.82"
"#36094"|"34631317"|"00000000000000377529"|"201705005331981"|"20170829"|"1"|"RB3A020878"|"KG DESIGN-3036-Tovaglietta in Silicone Nuvoletta Rosa"|"0000000001"|"0000020.86"
"#36085"|"34632317"|"00000000000000377629"|"201705005331936"|"20170829"|"1"|"RB3A008439"|"BEATRIX NY-BEA0004.PA-Lunch Box Gufo Papar"|"0000000001"|"0000034.86"
"#36084"|"34633317"|"00000000000000377789"|"201705005332239"|"20170829"|"1"|"RB3A007730"|"COQ EN PATE-L15SACRUKMBPAN-Sacca Panda"|"0000000001"|"0000092.04"
