"RicNumero"|"RicProtocollo"|"RicData"|"RicDataConsegna"|"RicOrdineNumero"|"RicOrdineData"|"RicCodiceFornitore"|"RicRagSocFornitore"|"RicAnaArtCodice"|"RicAnaArtDescrizione"|"RicQuantitaOrdinata"|"RicQuantitaRicevuta"
"PO32894"|"4056217"|"20170911"|"20170911"|"PO32894"|"20170828"|"FO20170828_PO32894"|"elodie details"|"RB3A013461"|"ELODIE DETAILS-103358-Cappellino Gilded Petrol 24-36m"|"0000000002"|"0000000002"
"PO32894"|"4056217"|"20170911"|"20170911"|"PO32894"|"20170828"|"FO20170828_PO32894"|"elodie details"|"RB3A018139"|"ELODIE DETAILS-103044-CIUCCIO SWEET HONEY HARRY"|"0000000006"|"0000000006"
"PO32896"|"4057217"|"20170911"|"20170911"|"PO32896"|"20170828"|"FO20170828_PO32896"|"Sticky Bellies"|"RB3A021197"|"STICKY BELLIES-315-Adesivi Kaleidescope Cutie Girls"|"0000000004"|"0000000004"
"PO32928"|"4053217"|"20170908"|"20170911"|"PO32928"|"20170831"|"FO20170831_PO32928"|"ChildHome"|"RB3A010155"|"CHILDHOME-CCCOTF-Coprifasciatoio Fucsia"|"0000000001"|"0000000001"
"PO32928"|"4053217"|"20170908"|"20170911"|"PO32928"|"20170831"|"FO20170831_PO32928"|"ChildHome"|"RB3A018228"|"CHILDHOME-CWRFCR-MACCHININA A DONDOLO ROSSA"|"0000000001"|"0000000001"
"PO32928"|"4053217"|"20170908"|"20170911"|"PO32928"|"20170831"|"FO20170831_PO32928"|"ChildHome"|"RB3A018233"|"CHILDHOME-CWMBBWH-BORSA FASCIATOIO MAMMY BAG BIANCA"|"0000000003"|"0000000002"
"PO32928"|"4053217"|"20170908"|"20170911"|"PO32928"|"20170831"|"FO20170831_PO32928"|"ChildHome"|"RB3A018234"|"CHILDHOME-CWMBBNA-BORSA FASCIATOIO MAMMY BAG NAVY"|"0000000002"|"0000000002"
"PO32946"|"4059217"|"20170911"|"20170911"|"PO32946"|"20170904"|"FO20170904_PO32946"|"COQ EN PATE"|"RB3A007742"|"COQ EN PATE-L14HSACRUKMBRHI-Sacca Rinoceronte"|"0000000005"|"0000000005"
"PO32946"|"4059217"|"20170911"|"20170911"|"PO32946"|"20170904"|"FO20170904_PO32946"|"COQ EN PATE"|"RB3A009333"|"COQ EN PATE-L16SACRUKMBLEM-Sacca Lemure"|"0000000005"|"0000000005"
"PO32947"|"4061217"|"20170911"|"20170911"|"PO32947"|"20170904"|"FO20170904_PO32947"|"Littlelife"|"RB3A018640"|"LITTLELIFE-L10880-Zaino Littlelife 1-3 anni Coccodrillo"|"0000000004"|"0000000004"
"PO32948"|"4052217"|"20170908"|"20170911"|"PO32948"|"20170904"|"FO20170904_PO32948"|"Skip Hop"|"RB3A019844"|"SKIP HOP-235505-Moby Knee- BALENOTTERA"|"0000000005"|"0000000005"
