"RicNumero"|"RicProtocollo"|"RicData"|"RicDataConsegna"|"RicOrdineNumero"|"RicOrdineData"|"RicCodiceFornitore"|"RicRagSocFornitore"|"RicAnaArtCodice"|"RicAnaArtDescrizione"|"RicQuantitaOrdinata"|"RicQuantitaRicevuta"
"PO32876"|"3944217"|"20170828"|"20170828"|"PO32876"|"20170811"|"FO20170811_PO32876"|"Igor Shoes"|"RB3A020341"|"IGOR SHOES-S10146-032-Sandali Bondi Bicolor Navy e Verde-18"|"0000000001"|"0000000001"
"PO32876"|"3944217"|"20170828"|"20170828"|"PO32876"|"20170811"|"FO20170811_PO32876"|"Igor Shoes"|"RB3A020444"|"IGOR SHOES-S10104-022-Sandali Ragnetto Tobby Rosa-20"|"0000000001"|"0000000001"
"PO32879"|"3943217"|"20170828"|"20170828"|"PO32879"|"20170828"|"FO20170828_PO32879"|"ROCKETBABY"|"RB3A016475"|"ROCKETBABY-RBP16360-Cesto Passeggino Narvalo"|"0000000100"|"0000000100"
"PO32879"|"3943217"|"20170828"|"20170828"|"PO32879"|"20170828"|"FO20170828_PO32879"|"ROCKETBABY"|"RB3A021435"|"ROCKETBABY-RBP16379-Cesto Passeggino Balena"|"0000000150"|"0000000150"
"PO32876"|"3944217"|"20170828"|"20170828"|"PO32876"|"20170811"|"FO20170811_PO32876"|"Igor Shoes"|"RB3A020003"|"IGOR SHOES-S10108-017-Sandali da Spiaggia Cholo Grigio-24"|"0000000001"|"0000000001"
"PO32876"|"3944217"|"20170828"|"20170828"|"PO32876"|"20170811"|"FO20170811_PO32876"|"Igor Shoes"|"RB3A020360"|"IGOR SHOES-S10146-046-Sandali Bondi Bicolor Fucsia e Acquamarina-20"|"0000000001"|"0000000001"
"PO32876"|"3944217"|"20170828"|"20170828"|"PO32876"|"20170811"|"FO20170811_PO32876"|"Igor Shoes"|"RB3A020114"|"IGOR SHOES-S10107-083-Sandali da Spiaggia Tenis Azzurro-26"|"0000000001"|"0000000001"
