"SimEsiExpIDSimulazione"|"SimEsiExpDataSimulazione"|"SimEsiExpNumeroOrdine"|"SimEsiExpDataOrdine"|"SimEsiExpRigaOrdine"|"SimEsiExpRichArtCodice"|"SimEsiExpRichArtDescrizione"|"SimEsiExpRichQtaRichiesta"|"SimEsiExpRichQtaImpegnata"
"0000000550"|"20170908"|"#36673"|"20170907"|"0000000001"|"RB3A013453"|"ELODIE DETAILS-103495-Cappellino Chestnut Leather 24-36m"|"0000000001"|"0000000000"
"0000000550"|"20170908"|"#36679"|"20170907"|"0000000001"|"RB3A021593"|"IGOR SHOES-W10107-008-Stivali in Gomma Splash Nautico Giallo-26"|"0000000001"|"0000000000"
"0000000550"|"20170908"|"#36625"|"20170907"|"0000000001"|"RB3A010889"|"STUDIO DITTE-40468-Copripiumino Wild animals Cool"|"0000000001"|"0000000000"
"0000000550"|"20170908"|"#36635"|"20170907"|"0000000001"|"RB3A021525"|"IGOR SHOES-W10105-008-Stivali in Gomma Pipo Nautico Giallo-26"|"0000000001"|"0000000000"
"0000000550"|"20170908"|"#36678"|"20170907"|"0000000001"|"RB3A021351"|"KARMA-GN 12-Proiettore di stelle"|"0000000001"|"0000000000"
"0000000550"|"20170908"|"#36659"|"20170907"|"0000000001"|"RB3A021387"|"BOXBO-K-100-26-Stivali per la Pioggia Neri-26"|"0000000001"|"0000000000"
"0000000550"|"20170908"|"#36638"|"20170907"|"0000000001"|"RB3A021976"|"ELODIE DETAILS-103723_L-Cappellino in Lana Vanilla White-2-3 Anni"|"0000000001"|"0000000000"
"0000000550"|"20170908"|"#36638"|"20170907"|"0000000002"|"RB3A017498"|"EFFII-5901832945208-Sciarpa Di Cachemire Ecru Con Pom Pom L 100cm"|"0000000001"|"0000000000"
"0000000550"|"20170908"|"#36638"|"20170907"|"0000000003"|"RB3A021968"|"ELODIE DETAILS-103464_L-Cappellino Petit Botanic-2-3 Anni"|"0000000001"|"0000000000"
"0000000550"|"20170908"|"#36638"|"20170907"|"0000000004"|"RB3A021949"|"ELODIE DETAILS-103220-Guantini Petit Botanic 1-3 Anni"|"0000000001"|"0000000000"
"0000000550"|"20170908"|"#36645"|"20170907"|"0000000001"|"RB3A010485"|"KUK-FF137-03-Pigiama con piedini Elefante Rosa 0-3 mesi"|"0000000001"|"0000000000"
"0000000550"|"20170908"|"#36648"|"20170907"|"0000000001"|"RB3A013453"|"ELODIE DETAILS-103495-Cappellino Chestnut Leather 24-36m"|"0000000001"|"0000000000"
"0000000550"|"20170908"|"#36633"|"20170907"|"0000000001"|"RB3A021439"|"IGOR SHOES-W10100-007-Stivali in Gomma Chufo Cuello Fucsia-21"|"0000000001"|"0000000000"
"0000000550"|"20170908"|"#36662"|"20170907"|"0000000001"|"RB3A021124"|"KIDSME-160337_LA-Food Feeder Grande - Lavanda"|"0000000001"|"0000000000"
"0000000550"|"20170908"|"#36618"|"20170907"|"0000000001"|"RB3A021437"|"CLEAN FLUSH POTTY-869054000059-Set 30 Sacchetti Biodegradabili"|"0000000001"|"0000000000"
"0000000550"|"20170908"|"#36681"|"20170907"|"0000000001"|"RB3A021120"|"TOMY-LCE72378-Gioco per Bagnetto Coni Gelato"|"0000000001"|"0000000000"
"0000000550"|"20170908"|"#36631"|"20170907"|"0000000001"|"RB3A021521"|"IGOR SHOES-W10105-008-Stivali in Gomma Pipo Nautico Giallo-22"|"0000000001"|"0000000000"
"0000000550"|"20170908"|"#36620"|"20170907"|"0000000001"|"RB3A021489"|"IGOR SHOES-W10100-008-Stivali in Gomma Chufo Cuello Giallo-27"|"0000000001"|"0000000000"
"0000000550"|"20170908"|"#36624"|"20170907"|"0000000001"|"RB3A021447"|"IGOR SHOES-W10100-007-Stivali in Gomma Chufo Cuello Fucsia-29"|"0000000001"|"0000000000"
"0000000550"|"20170908"|"#36665"|"20170907"|"0000000001"|"RB3A014986"|"AQUASCALE-94032080-Supporto per vaschetta digitale"|"0000000001"|"0000000000"
"0000000550"|"20170908"|"#36654"|"20170907"|"0000000001"|"RB3A012384"|"THE MAGIC DOOR STORE-0700461482451-My Pink Elf Door"|"0000000001"|"0000000000"
"0000000550"|"20170908"|"#36668"|"20170907"|"0000000001"|"RB3A021997"|"A LITTLE LOVELY COMPANY-LTPR052-Proiettore di Stelle Arcobaleno"|"0000000001"|"0000000000"
"0000000550"|"20170908"|"#36623"|"20170907"|"0000000001"|"RB3A021351"|"KARMA-GN 12-Proiettore di stelle"|"0000000001"|"0000000000"
"0000000550"|"20170908"|"#34786A"|"20170907"|"0000000001"|"RB3A013372"|"BAMBOOM-104-051-009-TWIN SET 6M PURE Wrap-shirtetrousers in velvet soft jersey VERDE-TAGLIA-6M"|"0000000001"|"0000000000"
"0000000550"|"20170908"|"#36573"|"20170906"|"0000000001"|"RB3A021669"|"IGOR SHOES-W10165-098-Stivali in Gomma Pipo Loco Navy-24"|"0000000001"|"0000000000"
"0000000550"|"20170908"|"#36586"|"20170906"|"0000000001"|"RB3A021591"|"IGOR SHOES-W10107-008-Stivali in Gomma Splash Nautico Giallo-24"|"0000000001"|"0000000000"
"0000000550"|"20170908"|"#36562"|"20170906"|"0000000001"|"RB3A021413"|"LULLALOVE-P_MRB-Scaldino Mr B"|"0000000001"|"0000000000"
"0000000550"|"20170908"|"#36545"|"20170906"|"0000000001"|"RB3A021120"|"TOMY-LCE72378-Gioco per Bagnetto Coni Gelato"|"0000000001"|"0000000000"
"0000000550"|"20170908"|"#36579"|"20170906"|"0000000001"|"RB3A010084"|"CHILDHOME-CCASCJM-Cuscinetto Universale Angioletto Navy"|"0000000001"|"0000000000"
"0000000550"|"20170908"|"#36616"|"20170906"|"0000000001"|"RB3A019818"|"SKIP HOP-210210-Zoo Pack-COCCINELLA"|"0000000001"|"0000000000"
"0000000550"|"20170908"|"#36610"|"20170906"|"0000000001"|"RB3A021488"|"IGOR SHOES-W10100-008-Stivali in Gomma Chufo Cuello Giallo-26"|"0000000001"|"0000000000"
"0000000550"|"20170908"|"#36607"|"20170906"|"0000000001"|"RB3A021033"|"I PLAY-IP-721159-639-47-Costumino Assorbente Mix'n Match Tartarughe-2-3 Anni"|"0000000001"|"0000000000"
"0000000550"|"20170908"|"#36607"|"20170906"|"0000000002"|"RB3A019640"|"I PLAY-721054-816-47-Iplay Costumino Pannolino Contenitivo Mix'n Match Grigio-36 Mesi"|"0000000001"|"0000000000"
"0000000550"|"20170908"|"#36604"|"20170906"|"0000000002"|"RB3A015040"|"TOBY TIGER-LSBGSHEEP-Set di 2 Tutine pigiamino pecorelle 3-6 mesi"|"0000000001"|"0000000000"
