"RicNumero"|"RicProtocollo"|"RicData"|"RicDataConsegna"|"RicOrdineNumero"|"RicOrdineData"|"RicCodiceFornitore"|"RicRagSocFornitore"|"RicAnaArtCodice"|"RicAnaArtDescrizione"|"RicQuantitaOrdinata"|"RicQuantitaRicevuta"
"PO32845"|"3926217"|"20170811"|"20170811"|"PO32845"|"20170804"|"FO20170804_PO32845"|"Igor Shoes"|"RB3A019998"|"IGOR SHOES-S10108-017-Sandali da Spiaggia Cholo Grigio-19"|"0000000001"|"0000000001"
"PO32845"|"3926217"|"20170811"|"20170811"|"PO32845"|"20170804"|"FO20170804_PO32845"|"Igor Shoes"|"RB3A020018"|"IGOR SHOES-S10108-090-Sandali da Spiaggia Cholo Rosa-21"|"0000000001"|"0000000001"
"PO32845"|"3926217"|"20170811"|"20170811"|"PO32845"|"20170804"|"FO20170804_PO32845"|"Igor Shoes"|"RB3A020019"|"IGOR SHOES-S10108-090-Sandali da Spiaggia Cholo Rosa-22"|"0000000001"|"0000000001"
"PO32845"|"3926217"|"20170811"|"20170811"|"PO32845"|"20170804"|"FO20170804_PO32845"|"Igor Shoes"|"RB3A020109"|"IGOR SHOES-S10107-083-Sandali da Spiaggia Tenis Azzurro-21"|"0000000002"|"0000000002"
"PO32845"|"3926217"|"20170811"|"20170811"|"PO32845"|"20170804"|"FO20170804_PO32845"|"Igor Shoes"|"RB3A020110"|"IGOR SHOES-S10107-083-Sandali da Spiaggia Tenis Azzurro-22"|"0000000001"|"0000000001"
"PO32845"|"3926217"|"20170811"|"20170811"|"PO32845"|"20170804"|"FO20170804_PO32845"|"Igor Shoes"|"RB3A020113"|"IGOR SHOES-S10107-083-Sandali da Spiaggia Tenis Azzurro-25"|"0000000001"|"0000000001"
"RESO ORD. 34588"|"3924217"|"20170811"|"20170811"|""|"00000000"|"00002"|"ROCKETBABY"|"RB3A012456"|"VULLI-200319-Anello Dentizione morbido"|"0000000000"|"0000000001"
